88338.tsv,3
3682.tsv,7
13505.tsv,9
40331.tsv,9
152846.tsv,5
51637.tsv,4
25754.tsv,11
4505.tsv,21
11574.tsv,20
35467.tsv,7
77717.tsv,8
28521.tsv,11
836.tsv,24
7198.tsv,15
5495.tsv,9
81419.tsv,6
10619.tsv,9
59999.tsv,6
174432.tsv,3
75157.tsv,6
16744.tsv,5
714.tsv,41
16128.tsv,8
820.tsv,25
243387.tsv,3
179888.tsv,5
59226.tsv,9
17903.tsv,4
67213.tsv,10
171531.tsv,5
35494.tsv,12
33718.tsv,11
6113.tsv,25
56735.tsv,4
1111.tsv,16
421.tsv,23
32704.tsv,11
112216.tsv,6
169982.tsv,4
79698.tsv,9
14995.tsv,14
17835.tsv,6
128654.tsv,3
126443.tsv,3
65117.tsv,9
13283.tsv,8
17677.tsv,17
28788.tsv,12
79669.tsv,6
103.tsv,51
1311.tsv,22
1121.tsv,13
1615.tsv,38
1616.tsv,8
7915.tsv,13
87576.tsv,6
4514.tsv,21
19640.tsv,15
19193.tsv,10
4987.tsv,26
22781.tsv,13
47112.tsv,3
197379.tsv,5
11772.tsv,6
33927.tsv,4
55995.tsv,9
50786.tsv,9
52697.tsv,8
11589.tsv,17
607.tsv,26
11975.tsv,18
3243.tsv,25
54417.tsv,10
149572.tsv,5
104405.tsv,8
630.tsv,31
51125.tsv,10
41537.tsv,6
1553.tsv,25
24957.tsv,3
53211.tsv,8
83936.tsv,11
42126.tsv,7
1009.tsv,46
5961.tsv,14
6609.tsv,4
24555.tsv,11
64615.tsv,10
187103.tsv,3
135853.tsv,5
159173.tsv,3
244347.tsv,3
158239.tsv,3
56356.tsv,11
44681.tsv,6
112759.tsv,5
115707.tsv,5
285.tsv,20
25039.tsv,15
54434.tsv,10
10064.tsv,16
130723.tsv,4
2418.tsv,31
6216.tsv,18
54850.tsv,12
92834.tsv,3
63510.tsv,9
4072.tsv,22
135774.tsv,3
4376.tsv,11
42152.tsv,8
28240.tsv,8
50.tsv,64
91675.tsv,4
30171.tsv,12
76402.tsv,6
231297.tsv,4
123088.tsv,3
2.tsv,215
33866.tsv,4
57890.tsv,8
65256.tsv,9
6202.tsv,17
28956.tsv,9
13863.tsv,10
8374.tsv,19
2227.tsv,21
108201.tsv,3
1388.tsv,15
106350.tsv,4
14597.tsv,8
25231.tsv,14
141329.tsv,6
77132.tsv,8
87007.tsv,8
8673.tsv,21
43119.tsv,10
157218.tsv,5
31786.tsv,14
111984.tsv,6
78928.tsv,8
33832.tsv,3
10056.tsv,20
46063.tsv,9
3217.tsv,28
21983.tsv,4
29133.tsv,9
171590.tsv,3
42608.tsv,9
20056.tsv,14
69369.tsv,11
68139.tsv,4
26973.tsv,4
4186.tsv,5
6866.tsv,15
67345.tsv,7
473.tsv,55
89041.tsv,4
24378.tsv,11
32117.tsv,7
76999.tsv,8
144015.tsv,6
62307.tsv,5
302508.tsv,3
7571.tsv,14
8534.tsv,22
